text,mask
"agility we make technology simple & accessible for our users. We all work together to achieve the best solutions for our clients. Tell us what your ambitions are , we will choreograph your career and take it to the next level!  THE ROLE This role is part of the",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Application Development team specifically in the Data and Support group. The DS team breaks out as follows: Head of Support , Team Lead , 3 support analysts , 2 SQL / Data Warehouse developers , and this role. The AppDev team also has 3 Risk Devs , 4 Sr. Devs",S_Misc_Info E_Misc_Info E_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
", 6 offshore Devs (consultants) , Regulatory/Compliance/Trading Analyst and is managed by the Co-CTO. The role includes some weekend and evening on-call time for support issues.  RESPONSIBILITIES The matrix below shows the primary responsibilities of the role in descending priority.  Responsibility Lead Backup Powershell / SQL Dev x",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_resp E_resp E_resp S_Hard_Skill O S_Hard_Skill O O
"Data Feed Management x VPM Support ( Fund Accounting ) x Release Management x CRD Support ( Trading ) x Other Application Support x JAMS Scheduler x  Powershell / SQL developer Powershell / SQL Developer to help with troubleshooting/enhancing existing scripts , developing new once based on release requests",S_resp E_resp E_resp O S_resp E_resp O E_resp E_resp O O S_resp E_resp O S_resp E_resp O E_resp O O S_resp E_resp E_resp O S_resp E_resp O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O O O O O O O O O O O O O O
"and automation of repetitive tasks. Some of the tasks: Web automation for data entry , file downloads , ftp , etc. Extract , transform and load of file feeds Data reconciliation and break troubleshooting Etc. Data Feed Management The candidate will help with daily file feeds by automation of new",O O O O O O O O O S_resp E_resp E_resp E_resp E_resp O E_resp E_resp O O O O S_resp O E_resp E_resp E_resp E_resp E_resp E_resp S_resp E_resp E_resp E_resp E_resp O S_resp E_resp E_resp O O O O O O O O O O O O
"requests and troubleshooting existing missing files. This involves contacting brokers , vendors , etc. to determine issues.  Release Management The candidate would come up to speed on Jenkins , a continuous build / release platform , and Checkmarx , a code security analysis platform , and use these with",O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill O O O O O O O O O S_Hard_Skill O O O O O O O O O O O
"powershell to manage releases of the firmâ€™s custom software platforms. The candidate would use Redgate SQL Compare to handle releases of database changes from version control In addition , candidate would manage reporting releases through the SSRS and Tableau platforms.  VPM , CRD and other application support The candidate",O O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill O O O O O O O O S_Hard_Skill E_Hard_Skill O O O O O O O O O O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill O S_Hard_Skill O O O O O O
"will be expected to become an expert in the FIS VPM Accounting system and become the lead for supporting business/reporting issues with this application. For CRD (Order Management System) and other vendor and internal applications , the candidate will be the backup to the primary support analyst.  JAMS Scheduler",O O O O O O O O O S_Hard_Skill E_Hard_Skill O O O O O O O O O O O O O O S_Hard_Skill O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill O
The firm uses JAMS and Powershell to manage all scheduled jobs. Candidate would become an expert of JAMS capabilities and would backup the system owner. SKILLS REQUIRED 2+ years financial experience 2+ years experience as an application support specialist 2+ years working with PowerShell or equivalent scripting language on Windows,O O O S_Hard_Skill O S_Hard_Skill O O O O O O O O O O O S_Hard_Skill O O O O O O O O O S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince O O
"Strong SQL / T-SQL knowledge from SQL Server Impeccable oral , written and interpersonal skills communication skills Experience supporting fund accounting and/or trade order management system required Advantageous Skills BS in Computer Science or Accounting Specific knowledge of Sungard VPM and/or Charles River strong pluses Knowledge of our tools: JAM",O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill E_Hard_Skill O S_Soft_Skill O S_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O S_degree O S_degree E_degree O S_degree O O O O S_Hard_Skill O O O O O O O O O S_Hard_Skill
", SSRS , Tableau , Jenkins (or other CI) , git , SQL Compare , .NET Chat with our insiders and learn more about your future role at Linedata Start the conversation here: https://www.linedata.com/careers/talk-our-insiders  Commitment to Diversity We recognize , celebrate , and seek to increase diversity across our",O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O O O O O
"organization. Diversity is an asset to organizations and is linked to better performance. It is an integral part of how we do business and imperative to our success. As an international Group , we also believe that our people need to reflect our clients and local communities. Linedata is an",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O
"Equal Opportunity Employer. We are committed to complying with all federal , state , and local laws providing equal employment opportunities , and all other employment laws and regulations.  It is our intent to maintain a work environment that is free of harassment , discrimination , or retaliation based",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"on an individual 's race , color , religion , religious creed , national origin , ancestry , citizenship , physical or mental disability , medical condition , genetic information , marital status , sex , gender , age , sexual orientation , veteran and/or military status , protected medical",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"leaves , domestic violence victim status , political affiliation , or any other status protected by federal , state , or local laws. ",O O O O O O O O O O O O O O O O O O O O O O O O
Your Opportunity The Operational Services organization at Schwab partners with teams across the firm to deliver on service promises to Schwab clients. We are responsible for protecting and safeguarding the assets of the firm and our clients while continuing to increase scalability and efficiency. The Operations Transformation Office (OTO) is,O O O O O O O S_Company_Name O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"responsible for transforming Operational Services into a highly scalable organization , while creating a culture of excellence in how we create shared value for clients , manage risk , cultivate talent , and collaborate with partners across the firm. Within the OTO our Business Technology team creates web applications and",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"automation jobs to provide scalability and improve the experience for the Operations employees processing work. As a Business Technology developer , you create applications by working directly with the operations employees and learning their processes. You will be responsible for the full lifecycle of software development: gathering business requirements ,",O O O O O O O O O O O O O O O O O S_Misc_Info E_Misc_Info E_Misc_Info O O S_resp E_resp O O O O O O O O O O O O O O O O O O O O O O O O O O
"developing the application , writing unit tests , and coordinating testing and deployment. Our applications may be completely automated jobs for moving and providing data into core systems and reports or also web applications for data entry and workflow management. We interact with many different internal core systems and a",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
variety of projects in order to keep the core business operations functions running as smoothly and efficiently as possible. Workplace Flexibility Program:Workplace Flexibility Program: We 're proud to support our employees in a working approach that allows you to bring your best self to work â€“ whether thatâ€™s in the,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"office or remote. Most Schwabbies have the opportunity to work in the office and/or at home based on their preference* Employees may have the flexibility for a hybrid schedule , where they divide their time between working remotely or in the office. Employees and managers can discuss additional flexibility options",O O O O O O O O O O O O O O O O O O O O O O O O O O O S_perks E_perks O O O O O O O O O O O O O O O O O O O O O
"based on their role , business needs , and individual circumstances. Subject to change. Schwab is continually evaluating its approach to ensuring the safety and well-being of our employees What you are good at Application Development Developing and deploying solutions inclusive of unit , regression and functional test plans Participating",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_resp E_resp E_resp E_resp O O O O O O O O O S_resp
"and assisting in application architecture functions Working independently or with a team on low , moderate and highly complex programming tasks Developing and testing internal web applications , including UI design Supporting existing applications using VBA , C# , Javascript and similar technologies Analyzing software problems utilizing debugging tools/methods and",E_resp E_resp O O O O S_resp E_resp E_resp E_resp E_resp E_resp O O O O O O O O O S_resp E_resp E_resp E_resp E_resp E_resp O O O O S_resp E_resp E_resp O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O O E_resp E_resp E_resp O O O O
"code fixes Designing , creating and managing database tables Automating user interface interactions using programming Performing Peer Code Reviews and helping to communicate coding standards Assisting in mentoring Jr level associates in programming practices and design Optimizing applications for memory and processing requirements Business Solution Development Using business knowledge to",O O S_resp O E_resp E_resp E_resp E_resp E_resp S_resp E_resp E_resp E_resp E_resp E_resp S_resp E_resp E_resp E_resp O O O O O O S_resp E_resp E_resp E_resp E_resp E_resp O O O O O S_resp E_resp E_resp E_resp O O O O O O S_resp E_resp E_resp E_resp
coordinate various solutions/improvements to enhance operational scalability Leading discussions with the business during analysis and problem solving sessions Analyzing business processes and providing technical solutions Communicating technical aspects of business processes Assisting with measuring impact of application and prioritizing future deliverables and dependencies Relating technical terms and concepts to non-technical,E_resp E_resp O O O O O S_resp E_resp E_resp E_resp E_resp O O O O O O S_resp E_resp E_resp O O O O S_Soft_Skill E_Soft_Skill E_Soft_Skill O O O S_resp E_resp E_resp E_resp E_resp E_resp O O O O O O S_resp E_resp E_resp O O O O
"business users Partnering with internal business units to write user stories , success criteria , and JIRA tickets Scoping projects for effort and risk Helping to define tasks for each deliverable Establishes appropriate expectations for development to be completed while using an Agile approach , demoing projects regularly and responding",O O S_resp E_resp E_resp E_resp E_resp E_resp E_resp E_resp E_resp O O O O O O O S_resp E_resp E_resp E_resp E_resp E_resp O O O O O O O S_resp E_resp E_resp E_resp E_resp O O O O O O S_Soft_Skill O O O O O O O
"to feedback What you have At least 6 years of demonstrated experience with full-stack application development and progressive levels of responsibility. Abilities in developing web and or desktop solutions using some of the following language(s) (VBA ,Python ,  ,C#/VB.net , Javascript , HTML , Angular , ReactJS) Strong knowledge",O O O O O O O S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"of dynamic website design and comfort with various technologies including ( SOAP / RESTful Web Services , ASP.NET/MVC , XML , JSON  , Angular ) Ability to interpret business requirements / user stories into technical deliverables Working knowledge of SQL and database design Self-starter who can drive and execute",O O O O O O O O O O O S_Hard_Skill O S_Hard_Skill S_Hard_Skill S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill O O O S_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill S_Soft_Skill O O O O O
"against outcomes Focused and versatile team player that is comfortable under pressure Attention to and appreciation for detail with proven ability to manage multiple tasks and deliver quality outcomes within short timeframes Superior communication skills , both written and verbal , as well as the ability to develop concise and",O O S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O S_Soft_Skill E_Soft_Skill E_Soft_Skill S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O S_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O S_Soft_Skill E_Soft_Skill E_Soft_Skill O O E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O S_Soft_Skill E_Soft_Skill
effective communications tailored to specific audiences Proven creativity and resourcefulness in uncovering sources of information Excellent problem-solving and advanced critical-thinking skills Ability to train and develop less experienced application developers Financial services and especially Schwab experience strongly preferred Why work for us? Own Your Tomorrow embodies everything we do! We,E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O O O S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O O O O O O O O O O O O O O O O
"are committed to helping our employees ignite their potential and achieve their dreams. Our employees get to play a central role in reinventing a multi-trillion-dollar industry , creating a better , more modern way to build and manage wealth. Benefits: A competitive and flexible package designed to empower you for",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_perks E_perks E_perks E_perks O O O O O
today and tomorrow. We offer a competitive and flexible package designed to help you make the most of your life at work and at homeâ€”today and in the future. Explore further. Schwab is committed to building a diverse and inclusive workplace where everyone feels valued. As an Equal Opportunity Employer,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O O
", our policy is to provide equal employment opportunities to all employees and applicants without regard to any status that is protected by law. Please click here to see the policy. Schwab is an affirmative action employer , focused on advancing women , racial and ethnic minorities , veterans ,",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O O
"and individuals with disabilities in the workplace. If you have a disability and require reasonable accommodations in the application process , contact Human Resources at applicantaccessibility@schwab.com or call 800-275-1281. TD Ameritrade , a subsidiary of Charles Schwab , is an Equal Opportunity Employer. At TD Ameritrade we believe People Matter.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O
"We value diversity and believe that it goes beyond all protected classes , thoughts , ideas , and perspectives.",O O O O O O O O O O O O O O O O O O O
The Resource Group has a robust internship program with several positions available for hire. In order to provide the best candidate experience please apply to only ONE position. Should you be interested in multiple available positions you will be given the opportunity to share that during the interview process The,S_Company_Name S_Company_Name E_Company_Name O O O S_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Resource Group , a subsidiary of Ascension , is a business transformation services organization that specializes in resource and supply chain management. Through implementation of its User-Directed Integrated Solutions , The Resource Group transforms the resource and supply function by delivering value through Operations and Logistics Optimization , Strategic Sourcing",S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O
", and Change Management. Although it specializes in these areas , as its core , The Resource Group is rooted in the ideals of hospitality and believes that success is measured by the satisfaction of the customer. The Resource Groupâ€™s success has allowed it to expand and serve various healthcare",O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O
"systems looking to decrease non-payroll expenses and increase operational efficiencies. Today , The Resource Group serves over 2 ,700 locations including over 155 acute care hospitals across 22 states and Washington D.C. This success and value are delivered by The Resource Groupâ€™s people , and it is the people and",O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O
"culture that enables The Resource Group to achieve success while working toward the common goal of lowering the cost of healthcare. As Such , The Resource Group Believes In Hiring talent from all industries and demographics to foster innovation and diversity of thought and experience Investing in the people who",O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O
deliver long-term success to our Participants Transforming the way our associates develop so they can help transform the organizations we serve Creating a culture of continuous learning to prosper in an ever-changing business environment The Resource Group offers exciting opportunities for all levels of professionals and views resource and supply,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O
"management as a dynamic career with opportunities for growth and advancement within and across disciplines and teams. Positions are available across a number of strategic resource and supply management roles , allowing multiple entry points into The Resource Group Learn more about our company our culture and our remote work",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O
"options at TheResourceGroup.com Ministry Benefits Paid time off (PTO) Various health insurance options & wellness plans Retirement benefits including employer match plans Long-term & short-term disability Employee assistance programs (EAP) Parental leave & adoption assistance Tuition reimbursement Ways to give back to your community Benefits can vary. Please note ,",O O O O O S_perks E_perks E_perks O O S_perks E_perks S_perks O O O S_perks E_perks O S_perks E_perks E_perks S_perks O S_perks E_perks S_perks E_perks E_perks O S_perks E_perks O S_perks E_perks S_perks E_perks O O S_perks E_perks E_perks E_perks E_perks O O O O O O
"your Talent Advisor can provide specifics to the role should you have questions. Responsibilities This role falls within one of The Resource Group 's Integrated communities. Like many organizations , these communities are necessary in maintaining the integrity and evolution of critical business functions. Integrated communities within The Resource Group",O O O O O O O O O O O O O O O O O O O O O S_Company_Name O E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name 
"provide support across The Resource Group solution offerings to strengthen business continuity , increase growth , and enhance customer experience. The Resource Groupâ€™s Summer Internship Program is an engaging and fulfilling experience designed to allow interns to obtain a wide range of healthcare supply chain knowledge. Throughout the 12-week experience",O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O S_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O S_Misc_Info E_Misc_Info
", interns will work on unique personal projects , collaborate with other interns to solve organizational challenges , and learn new business & professional skills. Associate Experience accelerates personal and professional development , enhances ongoing learning and career progression , increases engagement , and supports career management for the associates",O S_Misc_Info O O O O O O O O O O S_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"of The Resource Group. As the Associate Experience Intern , you will support the Associate Growth Team through a number of exciting opportunities to develop your project management , business communication , and leadership skills These include daily meetings and tasks , project work , and interaction with varying levels",O O O O O O O O S_Misc_Info O O O O O O O O O O O O O O O O O S_resp E_resp O S_resp E_resp O O S_resp E_resp O O S_resp E_resp O O O O O O O E_resp E_resp E_resp E_resp
"of leadership at The Resource Group , often including the Executive Team. You will be instrumental in the development of new projects that support associates across the entire organization and existing programs , such as The Resource Groupâ€™s very own internal professional development platform , known as Accelerate U. Responsibilities",E_resp E_resp O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Develop various deliverables , manage individual and group projects , ensure accurate and timely preparation of reports , presentations , and communications Support an environment that fosters teamwork , effective communication , responsiveness , and customer service Engage leadership at varying levels of the organization with project support , maintaining",S_resp E_resp E_resp O S_resp E_resp E_resp E_resp E_resp O O O O O O O O O O O O O S_resp E_resp E_resp E_resp E_resp E_resp O S_Soft_Skill E_Soft_Skill O O O O O O S_resp E_resp O O O O O O O O O O O
"an appropriate level of confidentiality Lead the development of project management plans and reporting Coordinate meetings , facilitate presentations , and capture accurate notes as needed Assist in development of support tools for special projects utilizing G-Suite applications Education Requirements High school diploma/GED with 2 years of experience or Associate",O O O O O S_resp E_resp E_resp O O O O O O S_resp E_resp O O O O O O O O O O S_resp E_resp E_resp E_resp E_resp E_resp O O O O O O O O S_degree E_degree E_degree O S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince O O
"'s degree required. Enrolled in Bachelor 's degree program. Additional Preferences College Junior year and above preferred Lean Six Sigma experience/understanding preferred Experience with Tableau & Data Coding preferred Project Management , Process Improvement & People Operations understanding preferred The interview process for The Resource Groups Internship is inclusive of",S_degree E_degree O O O O S_degree E_degree O O O O O O O O O O O O O O O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O O O O
"a business case assessment which is used to evaluate a candidate 's ability to critically think and demonstrate analytical skills needed to be successful during the internship. The assessment allows interns to demonstrate skills such as executive presence , influence , project management , problem solving and decision making. The",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Resource Groupâ€™s value is delivered through its people , and it is our people and culture that enables us to achieve success. We have created an environment where individuals can thrive while working toward the common goal of lowering the cost of healthcare. Passion and hard work are necessary to",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"accomplish this goal , and we are always looking for people who bring a fresh perspective. In addition to the experience listed below , all Resource Group associates embody the following soft skills and attributes: Nice , Bright , High-Energy , Inclusive , Willing to Give Away Power , Inspired",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Soft_Skill O S_Soft_Skill O S_Soft_Skill O S_Soft_Skill O S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O S_Soft_Skill
"by Mission , Invigorated by Change Why Join Our Team Ascension associates are key to our commitment of transforming healthcare and providing care to all , especially those most in need. Join us and help us drive impact through reimagining how we can deliver a people-centered healthcare experience and creating",E_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"the solutions to do it. Explore career opportunities across our ministry locations and within our corporate headquarters. Ascension is a leading non-profit , faith-based national health system made up of over 150 ,000 associates and 2 ,600 sites of care , including more than 140 hospitals and 40 senior living",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"communities in 19 states. Our Mission , Vision and Values encompass everything we do at Ascension. Every associate is empowered to give back , volunteer and make a positive impact in their community. Ascension careers are more than jobs; they are opportunities to enhance your life and the lives of",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"the people around you. Equal Employment Opportunity Employer Ascension is an equal opportunity employer (EEO) and affords equal opportunity to all associates and applicants without regard to race , color , religion , national origin , citizenship , gender identity , sexual orientation , age , physical or mental disability",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
", veteran status , genetic data , or other legally protected status. For further information regarding your EEO rights , click on the following link to the â€œEEO is the Lawâ€ poster:",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Grata Software Perform data validation operation functions such as search , select , and save on internal user interface systems. Use Excel sheets effectively to review data , use filter functions , and update activity status. Example of Day to Day: Work through Excel and internal CRM system. Acquire data",S_Company_Name O S_resp E_resp E_resp E_resp E_resp O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill O O S_Hard_Skill O S_resp E_resp
"from work orders , transfer data to Excel , and then copy and paste the data into the internal system Check a box in the internal system and save the data in both Excel and in the internal system. This position is fully remote and can work from anywhere but",E_resp E_resp E_resp O O O O S_Hard_Skill O O O O O S_resp E_resp E_resp E_resp E_resp E_resp E_resp S_resp E_resp E_resp E_resp E_resp E_resp E_resp O O O O O O O O O O O O S_perks O E_perks E_perks E_perks O O O O O O
operating in Pacific Time Zone. Hours: Monday â€“ Friday 8am â€“ 5pm Additional Skills & Qualifications: High school diploma or GED required 1 year (preferred) experience in data entry Able to work with a team or independently Experience with working in Microsoft Excel 6+ Months Strong keyboarding skills Strong data,O O O O O S_Misc_Info E_Misc_Info O E_Misc_Info S_Misc_Info O E_Misc_Info O O O O S_degree E_degree E_degree O S_degree S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O S_Hard_Skill E_Hard_Skill S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince S_Hard_Skill E_Hard_Skill
entry skills alpha and numeric Experience with working in a CRM / Internal System Software 6+ Months Motivated self-starter,E_Hard_Skill E_Hard_Skill O O O O O O O O S_Hard_Skill O E_Hard_Skill E_Hard_Skill E_Hard_Skill S_Years_Experince E_Years_Experince S_Soft_Skill S_Soft_Skill
"Do you want to solve business challenges through innovative technology? Do you enjoy working on cutting-edge , scalable services technology in a team environment? Do you like working on industry-defining projects that move the needle? At Amazon , we hire the best minds in technology to innovate and build on",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O O
behalf of our customers. The focus we have on our customers is why we are one of the worldâ€™s most beloved brands â€“ customer obsession is part of our company DNA. Our Software Development Engineers (SDEs) use cutting-edge technology to solve complex problems and get to see the impact of,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"their work first-hand. The challenges SDEs solve for at Amazon are big and influence millions of customers , sellers , and products around the world. We are looking for individuals who are passionate about creating new products , features , and services from scratch while managing ambiguity and the pace",O O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"of a company where development cycles are measured in weeks , not years. Key Job Responsibilities â€¢ Collaborate with experienced cross-disciplinary Amazonians to conceive , design , and bring innovative products and services to market. â€¢ Design and build innovative technologies in a large distributed computing environment and help lead",O O O O O O O O O O O O O O O O O S_resp O E_resp E_resp E_resp O E_resp O E_resp O O E_resp E_resp E_resp O O O O O S_resp O E_resp E_resp E_resp O O O E_resp E_resp E_resp O O O
"fundamental changes in the industry. â€¢ Create solutions to run predictions on distributed systems with exposure to innovative technologies at incredible scale and speed â€¢ Build distributed storage , index , and query systems that are scalable , fault-tolerant , low cost , and easy to manage/use. â€¢ Design and",O O O O O O S_resp E_resp O E_resp E_resp O E_resp E_resp O E_resp O E_resp O O O E_resp O E_resp O S_resp E_resp E_resp O E_resp O O E_resp E_resp O O O O O O O O O O O O O O S_resp O
"code the right solutions starting with broadly defined problems. â€¢ Work in an agile environment to deliver high-quality software. Locations for all SDE 1 roles: By applying to this position your application will be considered for all locations we hire for in the United States. This includes , but is",E_resp O E_resp E_resp O O O O O O S_resp O O E_resp E_resp O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"not limited to: â€¢ AZ (Phoenix , Tempe â€¢ CA (Berkeley , Culver City , Cupertino , East Palo Alto , Irvine , Los Angeles , Manhattan Beach , Palo Alto , San Diego , San Francisco , San Jose , San Luis Obispo , Santa Barbara , Santa Clara",O O O O S_location S_location O E_location O S_location E_location O E_location E_location O E_location O E_location E_location E_location O E_location O E_location E_location O E_location E_location O E_location E_location O E_location E_location O E_location E_location O E_location E_location O E_location E_location E_location O E_location E_location O E_location E_location
", Santa Cruz , Santa Monica , Sunnyvale â€¢ CO (Boulder , Denver â€¢ GA (Atlanta , Kennesaw â€¢ IL (Chicago â€¢ MA (Boston , Cambridge , Hudson , North Reading , Westborough â€¢ MD (Baltimore â€¢ MI (Detroit â€¢ MN (Minneapolis â€¢ NJ (Jersey City â€¢ NY (New York",O O E_location O O E_location O E_location O S_location E_location O E_location O S_location E_location O E_location O S_location E_location O S_location E_location O E_location O E_location O E_location E_location O E_location O S_location E_location O S_location E_location O S_location E_location O S_location E_location E_location O S_location O E_location
"â€¢ OR (Portland â€¢ PA (Philadelphia , Pittsburgh â€¢ TN (Nashville â€¢ TX (Austin , Dallas â€¢ VA (Arlington , Herndon â€¢ WI (Madison â€¢ WA (Bellevue , Seattle , Redmond ***Locations are subject to change. *** Weâ€™re on the lookout for the curious , those who think big and",O S_location E_location O S_location E_location O E_location O S_location E_location O S_location E_location O E_location O S_location E_location O E_location O S_location E_location O S_location E_location O E_location O E_location O O O O O O O O O O O O S_Soft_Skill O O O S_Soft_Skill E_Soft_Skill O
"want to define the world of tomorrow. At Amazon , you will grow into the high impact , visionary person you know youâ€™re ready to be. Every day will be filled with exciting new challenges , developing new skills , and achieving personal growth. How often can you say that",O O O O O O O O O O O O O O O O O O S_Soft_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"your work changes the world? At Amazon , youâ€™ll say it often. Join us and define tomorrow. BASIC QUALIFICATIONS â€¢ Currently enrolled in or completed within the last 12 months a Bachelorâ€™s or Masterâ€™s Degree in Computer Science , Computer Engineering , Data Science , Electrical Engineering , or majors",O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Important_Dates E_Important_Dates O S_degree O S_degree E_degree O S_degree E_degree O S_degree E_degree O S_degree E_degree O S_degree E_degree O O O
